+------------+------------+-----------+
|Vehicle Year|Vehicle Make|Num Tickets|
|        2019|       MCLAR|         64|
|        1997|       CHRYS|         64|
|        1993|       CADIL|         63|
|        1997|       SATUR|         63|
|        2018|       DUCAT|         63|
|        2007|       YAMAH|         63|
|        2019|       DUCAT|         62|
|        1993|       DODGE|         62|
|        2020|       DUCAT|         62|
|        2021|       Buick|         62|
|        2013|       THOMA|         62|
|        2018|          IC|         62|
|        2022|       THOMA|         62|
|        2012|        MACK|         62|
|        2012|       HARLE|         62|
|        1995|       CADIL|         61|
|        2006|       Toyot|         61|
|        2006|        Ford|         61|
|        2013|       Chrys|         61|
|        2020|          IC|         61|
|        2006|       BENTL|         61|
|        2010|       ROLLS|         61|
|        2011|       SMART|         61|
|        1989|        JEEP|         61|
|        2015|       DUCAT|         60|
|        1993|         GMC|         60|
|        2011|       HARLE|         60|
|        1988|         GMC|         60|
|        2011|       Honda|         60|
|        1980|       CHEVR|         60|
|        1995|       SUBAR|         59|
|        1977|       CHEVR|         59|
|        2014|        Jeep|         59|
|        2016|       PREVO|         59|
|        1998|       MAZDA|         59|
|        2019|       FERRA|         59|
|        1999|       OLDSM|         58|
|        1990|       INTER|         58|
|        1993|       ISUZU|         58|
|        1992|       MAZDA|         58|
|        2015|        Jeep|         58|
|        2022|        TSMR|         58|
|        2015|       Volks|         58|
|        2020|        LAMO|         58|
|        2009|       Nissa|         58|
|        1985|       TOYOT|         58|
|        2016|       ROLLS|         58|
|        1993|       MITSU|         58|
|        2018|       ROLLS|         57|
|        1999|          UD|         57|
|        1999|        MACK|         57|
|        2001|       HARLE|         57|
|        2021|        TSMR|         57|
|        2017|       Dodge|         57|
|        2012|       DUCAT|         56|
|        1997|        AUDI|         56|
|        2020|        Land|         56|
|        2021|        AS/M|         56|
|        1989|       HONDA|         56|
|        2018|       Hyund|         56|
|        2016|       PONTI|         55|
|        2003|        null|         55|
|        2008|        MACK|         55|
|        2015|       Mazda|         55|
|        2021|       THOMA|         55|
|        2009|       BL/BI|         55|
|        1994|         GMC|         55|
|        1996|       SUBAR|         55|
|        1997|       CADIL|         55|
|        1993|       BUICK|         55|
|        2014|       Lexus|         54|
|        2014|       Chrys|         54|
|        2010|       HARLE|         54|
|        2003|         HIN|         54|
|        1992|       ACURA|         54|
|        2066|        FORD|         54|
|        1989|       LINCO|         54|
|        2015|       PONTI|         54|
|        2021|       POLAR|         54|
|        2066|       CHEVR|         53|
|        1998|       CADIL|         53|
|        2021|       CANAM|         53|
|        2016|       FERRA|         53|
|        2022|       FERRA|         53|
|        2021|       INDIA|         53|
|        1996|       SATUR|         53|
|        2023|       PETER|         53|
|        2022|       INDIA|         53|
|        2011|       KAWAS|         53|
|        2021|       Cadil|         52|
|        1981|       ME/BE|         52|
|        2021|       FERRA|         52|
|        1999|       PLYMO|         52|
|        2012|       Dodge|         52|
|        2002|       YAMAH|         52|
|        2021|       POLES|         52|
|        2023|        FCCC|         52|
|        2003|       OLDSM|         52|
|        1989|         GMC|         52|
|        2015|       SUZUK|         52|
|        1992|       DODGE|         51|
|        2017|       MCLAR|         51|
|        2010|       THOMA|         51|
|        2008|       BL/BI|         51|
|        2007|       BENTL|         51|
|        1995|       MERCU|         51|
|        2022|       OTHER|         51|
|        2023|        MASE|         51|
|        1995|       MAZDA|         51|
|        2012|       TRIUM|         51|
|        1988|       CADIL|         51|
|        1994|       VOLVO|         51|
|        1999|       HYUND|         51|
|        2018|       Infin|         51|
|        2014|       Hyund|         50|
|        2022|         KTM|         50|
|        2013|       BENTL|         50|
|        2021|        Audi|         50|
|        1987|       CADIL|         50|
|        2022|       MI/BI|         49|
|        1999|        SAAB|         49|
|        2022|        LAMO|         49|
|        2006|       UTILI|         49|
|        2013|          UD|         49|
|        2016|        Audi|         49|
|        2018|       TR/TE|         49|
|        2017|       Lexus|         49|
|        2006|       Chevr|         49|
|        2017|       DUCAT|         49|
|        1998|       CHRYS|         49|
|        2012|       BENTL|         48|
|        2011|       STARC|         48|
|        2008|       Chevr|         48|
|        2012|         VPG|         48|
|        1988|       NISSA|         48|
|        1985|         BMW|         48|
|        2021|       Lexus|         48|
|        2018|        TSMR|         47|
|        2019|       Hyund|         47|
|        2018|       Volks|         47|
|        1989|       CITRO|         47|
|        2002|          UD|         47|
|        2012|        Jeep|         47|
|        1998|       PLYMO|         47|
|        1997|       PONTI|         47|
|        2022|       TEYIN|         47|
|        1986|        FORD|         46|
|        1986|       ME/BE|         46|
|        2012|       TESLA|         46|
|        1998|       Chevr|         46|
|        1999|       ROLLS|         46|
|        2017|       Mazda|         45|
|        2009|       PETER|         45|
|        1974|        FORD|         45|
|        2006|       PETER|         45|
|        2020|       Infin|         45|
|        2019|       TRIUM|         45|
|        2001|          NS|         45|
|        2004|          NS|         44|
|        2019|       Jagua|         44|
|        2003|       Linco|         44|
|        1990|       LINCO|         44|
|        2016|       Dodge|         44|
|        1991|       DODGE|         44|
|        1988|        JEEP|         44|
|        2002|        null|         44|
|        2009|       Chevr|         44|
|        1973|        FORD|         44|
|        2022|       RO/EN|         44|
|        2005|       YAMAH|         44|
|        2018|       THOMA|         44|
|        1995|       SATUR|         44|
|        2013|       Lexus|         44|
|        2014|       SUZUK|         44|
|        2016|       SUZUK|         43|
|        2013|       Dodge|         43|
|        2022|       Dodge|         43|
|        1999|       SATUR|         43|
|        1994|       BUICK|         43|
|        2007|       Nissa|         43|
|        2020|       MERCU|         43|
|        2009|        MACK|         43|
|        2010|          UD|         42|
|        2020|        AS/M|         42|
|        2022|       ICBUS|         42|
|        2009|       ORION|         42|
|        2001|       KAWAS|         42|
|        2001|        null|         42|
|        2003|       Toyot|         42|
|        1976|       CADIL|         42|
|        1998|       HARLE|         42|
|        2023|       THOMA|         42|
|        1994|         GEO|         42|
|        2011|       Dodge|         42|
|        1989|       DODGE|         42|
|        1977|       ME/BE|         42|
|        1985|        FORD|         42|
|        1990|       LEXUS|         42|
|        1984|         GMC|         42|
|        2069|       CHEVR|         42|
|        2016|       Lexus|         41|
|        1992|        JEEP|         41|
|        1987|       BUICK|         41|
|        2005|       Honda|         41|
|        2010|       KAWAS|         41|
|        1997|       HARLE|         41|
|        1982|       CHEVR|         41|
|        1999|       ROVER|         41|
|        1988|       HONDA|         41|
|        1999|       JAGUA|         41|
|        2003|       UTILI|         41|
|        2022|        POLE|         41|
|        2018|       FERRA|         41|
|        1995|       INFIN|         41|
|        2004|          UD|         41|
|        2003|        Ford|         41|
|        1978|       CHEVR|         41|
|        2014|       DUCAT|         41|
|        2015|       TRIUM|         41|
|        2021|       Subar|         40|
|        2014|        Audi|         40|
|        2010|       STARC|         40|
|        2018|       Mitsu|         40|
|        1999|       SUZUK|         40|
|        1986|       PORSC|         40|
|        2011|       NE/FL|         40|
|        1976|         GMC|         40|
|        2010|       UTILI|         40|
|        1985|       CADIL|         40|
|        2010|       Acura|         40|
|        1986|       HONDA|         40|
|        2013|       COLLI|         39|
|        2006|       Lexus|         39|
|        2012|        MASE|         39|
|        2004|       YAMAH|         39|
|        2011|       Infin|         39|
|        2022|        JIAJ|         39|
|        1986|       BUICK|         39|
|        2005|       Nissa|         39|
|        2021|        FIAT|         39|
|        1994|       MAZDA|         39|
|        2007|         MCI|         39|
|        1978|        FORD|         39|
|        2019|       Lexus|         39|
|        2009|       DUCAT|         39|
|        2021|         KTM|         39|
|        2013|       Infin|         38|
|        1995|       JAGUA|         38|
|        1991|       ACURA|         38|
|        1979|       CADIL|         38|
|        1984|       TOYOT|         38|
|        1996|       SUZUK|         38|
|        2017|        Audi|         38|
|        1983|       CADIL|         38|
|        2019|       Acura|         38|
|        1974|       CHEVR|         38|
|        1995|        SAAB|         38|
|        2020|       BAODI|         37|
|        1993|       ROVER|         37|
|        1995|       LINCO|         37|
|        2004|       KENWO|         37|
|        2014|       Volks|         37|
|        1997|       OLDSM|         37|
|        1987|       PORSC|         37|
|        2020|        Audi|         37|
|        1987|       OLDSM|         37|
|        1996|       ISUZU|         37|
|        2022|       Porsc|         37|
|        1988|       MAZDA|         37|
|        2014|       ROLLS|         36|
|        2011|        MASE|         36|
|        2004|       Chevr|         36|
|        2068|       CHEVR|         36|
|        1986|       VOLVO|         36|
|        2003|       STERL|         36|
|        2009|        MASE|         36|
|        2021|       PIAGG|         36|
|        2013|       Cadil|         36|
|        2021|       JI/BA|         36|
|        1994|       MERCU|         36|
|        1985|         GMC|         36|
|        1988|       VOLVO|         36|
|        2020|         KTM|         36|
|        2006|       Nissa|         35|
|        2009|       Dodge|         35|
|        2019|        LAMO|         35|
|        1998|       OLDSM|         35|
|        1996|       JAGUA|         35|
|        2014|       Dodge|         35|
|        1992|       CADIL|         35|
|        2016|        Land|         35|
|        2003|       YAMAH|         35|
|        2021|       COLLI|         35|
|        2012|       PREVO|         35|
|        2023|       DODGE|         35|
|        2023|       MI/BI|         35|
|        2014|         VPG|         35|
|        2012|       Infin|         35|
|        2013|       VESPA|         35|
|        1991|       VOLKS|         34|
|        2008|       BENTL|         34|
|        1985|       PORSC|         34|
|        1989|       CADIL|         34|
|        2003|          UD|         34|
|        2012|       Mazda|         34|
|        2023|       KAWAS|         34|
|        1984|       PORSC|         34|
|        1979|       ME/BE|         34|
|        2002|       KAWAS|         34|
|        2009|       Honda|         34|
|        1988|       LINCO|         33|
|        1995|       ISUZU|         33|
|        2019|       UTILI|         33|
|        2015|       Lexus|         33|
|        2011|       DUCAT|         33|
|        1978|         BMW|         33|
|        2022|         SYM|         33|
|        1995|        MACK|         33|
|        2022|       Volks|         33|
|        2009|       VESPA|         33|
|        2016|       Volks|         33|
|        2021|       BL/BI|         33|
|        2016|        ZENI|         33|
|        2004|       UTILI|         33|
|        2008|       TRIUM|         33|
|        2021|       KYMCO|         33|
|        2002|       Chrys|         33|
|        1997|       JAGUA|         33|
|        2022|         NIU|         33|
|        1990|       VOLKS|         33|
|        1993|       MERCU|         33|
|        2017|       Volks|         32|
|        2004|       Honda|         32|
|        1995|       HARLE|         32|
|        2018|       Lexus|         32|
|        1980|       ME/BE|         32|
|        1982|         BMW|         32|
|        2021|       OTHER|         32|
|        1991|       CADIL|         32|
|        2011|        Jeep|         32|
|        1994|       LINCO|         32|
|        2012|       Cadil|         32|
|        1996|        MACK|         32|
|        1995|       VOLKS|         32|
|        1987|        JEEP|         32|
|        2023|        null|         32|
|        2023|       LIEFA|         32|
|        2021|        LAMO|         32|
|        2009|       Jagua|         32|
|        1993|       INFIN|         32|
|        1984|         BMW|         32|
|        2008|        MASE|         31|
|        2010|        MASE|         31|
|        1990|        JEEP|         31|
|        2020|       Volks|         31|
|        1975|       CHEVR|         31|
|        2022|       LUCID|         31|
|        1988|       DODGE|         31|
|        2015|       Dodge|         31|
|        2022|       Mitsu|         31|
|        1997|        SAAB|         31|
|        2019|        GENS|         31|
|        2019|        TSMR|         31|
|        1984|        FORD|         31|
|        2008|       PETER|         31|
|        2019|       THOMA|         31|
|        1994|       CADIL|         31|
|        2018|       Mazda|         31|
|        1994|       HARLE|         30|
|        1995|       PONTI|         30|
|        1997|       PLYMO|         30|
|        2012|       BL/BI|         30|
|        2007|       TRIUM|         30|
|        2003|          NS|         30|
|        2008|       VESPA|         30|
|        2020|        TSMR|         30|
|        2004|       OLDSM|         30|
|        2022|       CANAM|         30|
|        2020|       Cadil|         30|
|        1982|       HONDA|         30|
|        1990|       ACURA|         30|
|        2020|       INDIA|         30|
|        2020|       Acura|         30|
|        1981|         BMW|         30|
|        2012|        Audi|         30|
|        2002|        COAC|         30|
|        2013|       TRIUM|         30|
|        2004|       Acura|         30|
|        1994|       SATUR|         30|
|        1972|       CHEVR|         30|
|        2008|       Acura|         30|
|        1991|        JEEP|         29|
|        2002|       Chevr|         29|
|        2011|       PETER|         29|
|        2014|       ST/QU|         29|
|        2011|       TRIUM|         29|
|        1999|          NS|         29|
|        1987|       VOLVO|         29|
|        2018|       VESPA|         29|
|        2016|       IC CO|         29|
|        2022|        FCCC|         29|
|        1987|       PONTI|         29|
|        1991|       LEXUS|         29|
|        2012|       VESPA|         28|
|        2018|       MCLAR|         28|
|        2020|       KI/MO|         28|
|        2022|       RYENF|         28|
|        1987|       VOLKS|         28|
|        2009|       TRIUM|         28|
|        2019|       BL/BI|         28|
|        1989|       MAZDA|         28|
|        1983|        FORD|         28|
|        2014|       LAMBO|         28|
|        2005|        Ford|         28|
|        2014|       VESPA|         28|
|        2009|       VANHO|         28|
|        2002|          NS|         28|
|        2013|       PIAGG|         28|
|        1972|        FORD|         28|
|        2014|       Linco|         28|
|        2010|       COLLI|         28|
|        2022|       KYMCO|         28|
|        1999|       KENWO|         28|
|        1987|       MAZDA|         28|
|        2018|       Gener|         28|
|        2023|       ROLLS|         28|
|        2014|       Cadil|         28|
|        2019|       MORGA|         28|
|        2017|        AS/M|         28|
|        2021|       Merce|         28|
|        2010|       BL/BI|         28|
|        1995|       ROVER|         27|
|        2017|        Land|         27|
|        2013|       DUCAT|         27|
|        1998|       JAGUA|         27|
|        1986|       OLDSM|         27|
|        2019|       Mitsu|         27|
|        2013|       BL/BI|         27|
|        2024|       COLLI|         27|
|        2021|       PREVO|         27|
|        1997|       VOLKS|         27|
|        2008|       STIRL|         27|
|        1998|        MACK|         27|
|        1991|         GMC|         27|
|        2016|       Mazda|         27|
|        2012|       Hyund|         27|
|        2018|       NE/FL|         26|
|        1997|       PORSC|         26|
|        2012|       VANHO|         26|
|        2016|       MERCU|         26|
|        2013|        Audi|         26|
|        2011|       Cadil|         26|
|        2004|       Toyot|         26|
|        2004|        Ford|         26|
|        1997|       SUZUK|         26|
|        2006|       Acura|         26|
|        2023|        ICBU|         26|
|        2003|        IC/C|         26|
|        2001|       JIAJU|         26|
|        1996|       ROVER|         26|
|        2018|       Chrys|         26|
|        2019|       VESPA|         26|
|        2022|       Mazda|         26|
|        2016|       PIAGG|         26|
|        2004|       KAWAS|         25|
|        2020|       THOMA|         25|
|        2010|       Dodge|         25|
|        2021|       TEYIN|         25|
|        2017|       Maser|         25|
|        2017|       Acura|         25|
|        2003|       Nissa|         25|
|        2017|       MO/GU|         25|
|        2005|       Lexus|         25|
|        1992|       INFIN|         25|
|        1985|       OLDSM|         25|
|        2021|       Acura|         25|
|        2010|       HUMME|         25|
|        1985|       DODGE|         25|
|        1994|       ROVER|         25|
|        2011|       Subar|         25|
|        2012|         RAM|         25|
|        2008|       FERRA|         25|
|        2007|       DUCAT|         25|
|        1995|        AUDI|         25|
|        2016|       Infin|         24|
|        2021|       QIPAI|         24|
|        2018|       Cadil|         24|
|        2021|       RYENF|         24|
|        1992|       MITSU|         24|
|        1984|       VOLKS|         24|
|        2003|       KAWAS|         24|
|        2019|       WORKH|         24|
|        1992|       BUICK|         24|
|        2018|       LAMBO|         24|
|        2011|        MACK|         24|
|        1983|       TOYOT|         24|
|        2015|       VESPA|         24|
|        2003|       PETER|         24|
|        1970|       CHEVR|         24|
|        2016|       Chrys|         24|
|        2069|        FORD|         24|
|        2021|       TRIUM|         24|
|        2010|       YAMAH|         24|
|        2014|        ME/M|         24|
|        2005|        MASE|         24|
|        2018|        FRUE|         24|
|        2012|       Acura|         24|
|        2022|         Kia|         24|
|        2020|       Lexus|         24|
|        2009|       UNIFL|         24|
|        1984|       OLDSM|         24|
|        2022|        Audi|         23|
|        2019|       Subar|         23|
|        2015|       Acura|         23|
|        2010|       PETER|         23|
|        2013|        Jeep|         23|
|        2067|        FORD|         23|
|        1994|       SUBAR|         23|
|        2022|       POLAR|         23|
|        1993|       JAGUA|         23|
|        2008|       STERL|         23|
|        2019|       AUSTI|         23|
|        1976|       ME/BE|         23|
|        2010|       Chevr|         23|
|        2006|       SCION|         23|
|        2010|       Infin|         23|
|        2002|       Toyot|         23|
|        1972|       ME/BE|         23|
|        2008|       Dodge|         23|
|        2001|       STERL|         23|
|        1995|       Nissa|         23|
|        1989|       NISSA|         23|
|        1992|       ROVER|         23|
|        1971|       CHEVR|         23|
|        2005|       STERL|         23|
|        2011|       Mazda|         22|
|        2005|       Infin|         22|
|        1990|       SUZUK|         22|
|        1989|       ROVER|         22|
|        1990|       DODGE|         22|
|        2011|       Hyund|         22|
|        2022|       Acura|         22|
|        2017|       Cadil|         22|
|        1998|       ROVER|         22|
|        1982|       TOYOT|         22|
|        1994|       INTER|         22|
|        2010|        Audi|         22|
|        1994|       JAGUA|         22|
|        2021|       MOTOG|         22|
|        1999|       HARLE|         22|
|        2005|       Chevr|         22|
|        2006|         MCI|         22|
|        2006|       THOMA|         22|
|        1992|       OLDSM|         21|
|        1990|       BUICK|         21|
|        1985|       BUICK|         21|
|        1982|        FORD|         21|
|        2021|       APRIL|         21|
|        2014|        FRUE|         21|
|        1995|       PETER|         21|
|        1998|       PETER|         21|
|        1995|       OLDSM|         21|
|        2012|       CUTAW|         21|
|        2009|       Hyund|         21|
|        1981|       TOYOT|         21|
|        1999|       WORKH|         21|
|        2017|       VESPA|         21|
|        2016|       UTILI|         21|
|        2001|       PETER|         21|
|        2020|        GENS|         21|
|        2021|        ZHNG|         21|
|        2021|       DONGF|         21|
|        2020|       CANAM|         21|
|        1987|       CHRYS|         21|
|        2016|       VESPA|         21|
|        2003|       KENWO|         21|
|        1989|       PORSC|         21|
|        1988|       VOLKS|         21|
|        1997|         GEO|         21|
|        2022|       Volvo|         21|
|        2015|       FONTA|         20|
|        2021|       UTILI|         20|
|        2014|       PONTI|         20|
|        1999|        null|         20|
|        2010|       DUCAT|         20|
|        2021|       HUSQV|         20|
|        2016|       TR/TE|         20|
|        2017|       VANHO|         20|
|        2022|       HUSQV|         20|
|        2002|       Nissa|         20|
|        2017|       PREVO|         20|
|        2007|        MASE|         20|
|        2016|       POLAR|         20|
|        2007|       Cadil|         20|
|        2008|       Hyund|         20|
|        2015|        Audi|         20|
|        1989|        MACK|         20|
|        1985|       HONDA|         20|
|        2002|        Ford|         20|
|        2021|       Porsc|         20|
|        2022|       ENGTI|         20|
|        1997|        WABA|         20|
|        2003|       Subar|         20|
|        2022|       QIPAI|         20|
|        1993|       VOLKS|         20|
|        2020|       MO/GU|         20|
|        2003|         GOS|         19|
|        1985|       VOLKS|         19|
|        2007|         FRE|         19|
|        2017|       UTILI|         19|
|        2017|       Linco|         19|
|        2011|       Volks|         19|
|        2022|       Infin|         19|
|        2002|         HIN|         19|
|        2022|       CFMOT|         19|
|        2022|       RAM (|         19|
|        1987|       HONDA|         19|
|        2013|       Merce|         19|
|        2013|        Land|         19|
|        2015|       PREVO|         19|
|        1993|         GEO|         19|
|        2010|       SATUR|         19|
|        1987|         GMC|         19|
|        2021|         Kia|         19|
|        2021|       NE/FL|         19|
|        2020|       Linco|         19|
|        2022|       UTILI|         19|
|        1999|       PREVO|         19|
|        2015|       FERRA|         19|
|        2016|       MCLAR|         19|
|        1991|       CHRYS|         19|
|        1989|       OLDSM|         19|
|        1997|        MACK|         19|
|        1981|       PORSC|         19|
|        2010|       VANHO|         19|
|        2003|       Acura|         19|
|        1993|       LINCO|         19|
|        2009|       BENTL|         18|
|        2004|       Lexus|         18|
|        2011|       Chevr|         18|
|        2011|       Acura|         18|
|        2022|       BL/BI|         18|
|        2021|       WORKH|         18|
|        2068|        FORD|         18|
|        1991|       ALFAR|         18|
|        1989|       VOLKS|         18|
|        2006|       BUELL|         18|
|        2014|       WORKH|         18|
|        2014|       Mazda|         18|
|        2018|       Subar|         18|
|        1988|       PLYMO|         18|
|        1997|       KENWO|         18|
|        2012|       Lexus|         18|
|        2017|       COLLI|         18|
|        2019|       MERCU|         18|
|        2014|       ST/CR|         18|
|        1991|       MITSU|         18|
|        2006|       PREVO|         18|
|        2064|       PONTI|         18|
|        2007|       FERRA|         18|
|        2021|        Alfa|         18|
|        2017|        GENS|         18|
|        2019|       VANHO|         18|
|        2017|        THOR|         18|
|        2001|          UD|         18|
|        2008|       DUCAT|         18|
|        1973|       VOLKS|         18|
|        1998|       KAWAS|         18|
|        2023|       MINI-|         18|
|        2023|       TRIUM|         18|
|        2022|        LMBO|         18|
|        2018|        HYTR|         18|
|        1979|       LINCO|         18|
|        2009|       Infin|         17|
|        1971|       OLDSM|         17|
|        1973|       CHEVR|         17|
|        2020|       AUSTI|         17|
|        2019|       Volvo|         17|
|        2009|       PIAGG|         17|
|        2013|       STOUG|         17|
|        2022|       PONTI|         17|
|        2007|       Infin|         17|
|        1980|       HONDA|         17|
|        1997|       YAMAH|         17|
|        2022|        OTHE|         17|
|        2019|       Cadil|         17|
|        2017|       Chrys|         17|
|        2006|       VESPA|         17|
|        2021|       AUSTI|         17|
|        1983|         BMW|         17|
|        1994|       OLDSM|         17|
|        2022|       PREVO|         17|
|        1982|       TRAIL|         17|
|        2017|       PONTI|         17|
|        1983|       OLDSM|         17|
|        2023|       ICBUS|         17|
|        1996|       PONTI|         17|
|        1980|         BMW|         17|
|        1987|       DODGE|         17|
|        2018|       WORKH|         17|
|        2015|       IC CO|         17|
|        2011|       CHECK|         17|
|        1986|       NISSA|         17|
|        1991|        SAAB|         17|
|        2012|       Chrys|         17|
|        2022|        FIAT|         17|
|        2021|        EBIK|         17|
|        1973|       MERCU|         17|
|        1972|          MG|         17|
|        2015|       Cadil|         17|
|        1988|       MERCU|         17|
|        1996|       KENWO|         17|
|        1992|       LINCO|         17|
|        2006|       STERL|         17|
|        2014|         EID|         16|
|        2017|       LAMBO|         16|
|        1996|       OLDSM|         16|
|        1992|       VOLKS|         16|
|        2022|       APRIL|         16|
|        2016|       COLLI|         16|
|        2020|       KYMCO|         16|
|        1991|       INFIN|         16|
|        2001|        Ford|         16|
|        2008|       PREVO|         16|
|        1994|       PONTI|         16|
|        2010|       Mazda|         16|
|        2023|       DONGF|         16|
|        2018|       Acura|         16|
|        2018|       APRIL|         16|
|        2011|       WINNE|         16|
|        2013|       VANHO|         16|
|        2018|       INDIA|         16|
|        1989|       YAMAH|         16|
|        2021|       RO/EN|         16|
|        2019|       INDIA|         16|
|        1996|       PORSC|         16|
|        2007|       VESPA|         16|
|        2014|       Acura|         16|
|        2012|       SCION|         16|
|        2005|       Acura|         16|
|        1976|       CHEVR|         16|
|        1988|       BUICK|         16|
|        2018|       CHECK|         16|
|        2001|       KENWO|         16|
|        1998|         MCI|         16|
|        1988|        MACK|         16|
|        2015|       LAMBO|         16|
|        1977|       CADIL|         16|
|        2010|       Cadil|         16|
|        1996|        SAAB|         16|
|        1989|       PONTI|         16|
|        2023|       Hyund|         16|
|        2014|        MVON|         16|
|        2001|       Chevr|         16|
|        1974|       ME/BE|         16|
|        2006|       GREAT|         16|
|        2022|       JI/BA|         16|
|        2010|       Volks|         16|
|        2013|       FERRA|         15|
|        2019|       NE/FL|         15|
|        2014|       STRAC|         15|
|        1993|       PONTI|         15|
|        2019|       KI/MO|         15|
|        1986|       PONTI|         15|
|        2016|       LAMBO|         15|
|        1996|       HARLE|         15|
|        2020|       STARC|         15|
|        2022|       SANME|         15|
|        1988|       PORSC|         15|
|        2013|       ROLLS|         15|
|        2006|       TRIUM|         15|
|        2001|       YAMAH|         15|
|        2006|        Jeep|         15|
|        2014|       PREVO|         15|
|        2016|         MCI|         15|
|        1998|       PORSC|         15|
|        2008|       SCION|         15|
|        1998|       HYUND|         15|
|        2016|         KTM|         15|
|        1996|       VOLKS|         15|
|        2022|       Buick|         15|
|        2017|        SPRI|         15|
|        2015|        FRUE|         15|
|        2004|         HIN|         15|
|        2022|       HERCU|         15|
|        2006|       Infin|         15|
|        2017|       Jagua|         15|
|        1998|        null|         15|
|        1988|       INTER|         15|
|        2014|       UTILI|         15|
|        2012|        AZUR|         15|
|        2019|       Infin|         15|
|        2010|       BENTL|         15|
|        2022|       YONGF|         15|
|        2016|       MO/GU|         14|
|        1991|       MERCU|         14|
|        2018|       PIAGG|         14|
|        2022|       BENEL|         14|
|        1976|        FORD|         14|
|        2010|       Hyund|         14|
|        2015|         KTM|         14|
|        2002|       Honda|         14|
|        2066|       CADIL|         14|
|        2007|       BL/BI|         14|
|        2016|       GREAT|         14|
|        2016|       THOMA|         14|
|        2012|       FERRA|         14|
|        1986|         GMC|         14|
|        2014|         UPS|         14|
|        2019|       IC CO|         14|
|        2008|       PIAGG|         14|
|        1978|       PORSC|         14|
|        2014|       SCION|         14|
|        1986|       YAMAH|         14|
|        2013|       Mazda|         14|
|        1998|        Ford|         14|
|        2010|       TRIUM|         14|
|        2017|       WORKS|         14|
|        2014|       MERCU|         14|
|        2009|       Buick|         14|
|        1984|       DATSU|         14|
|        1981|        FORD|         14|
|        2021|       KIA M|         14|
|        2018|         NIU|         14|
|        2015|       WORKH|         14|
|        2009|       THOMA|         14|
|        2020|       FONTA|         14|
|        1998|       KENWO|         14|
|        1979|        FORD|         14|
|        2003|       Chevr|         14|
|        2018|       WORKS|         14|
|        2016|       MI/BI|         14|
|        1998|       PREVO|         14|
|        1994|       Acura|         14|
|        2021|       Volvo|         14|
|        1985|       LINCO|         14|
|        2015|       NEWFL|         14|
|        2022|        LUCI|         14|
|        2001|       Honda|         14|
|        1998|       YUMBO|         14|
|        2023|       POLES|         14|
|        2021|       GE/SC|         14|
|        2001|       Lexus|         14|
|        1996|       YAMAH|         14|
|        2015|       UTILI|         14|
|        2010|       PREVO|         13|
|        1978|       CADIL|         13|
|        1971|       ME/BE|         13|
|        2016|       Acura|         13|
|        2069|       DODGE|         13|
|        1985|       MAZDA|         13|
|        2017|       CHECK|         13|
|        2013|         MCI|         13|
|        2020|       UTILI|         13|
|        2009|        Audi|         13|
|        2011|        FRTH|         13|
|        2018|         Kia|         13|
|        1999|       KAWAS|         13|
|        2022|       PANUS|         13|
|        2017|       Mitsu|         13|
|        2005|       VANHO|         13|
|        2007|       SCION|         13|
|        2013|       Buick|         13|
|        1999|       GILLI|         13|
|        2006|       Dodge|         13|
|        2009|       APRIL|         13|
|        1994|       CHRYS|         13|
|        1993|       PLYMO|         13|
|        1992|       MERCU|         13|
|        2019|       Merce|         13|
|        1994|       ISUZU|         13|
|        2013|       Linco|         13|
|        1971|       CADIL|         13|
|        2012|       TEMSA|         13|
|        2021|         SYM|         13|
|        2017|       SLING|         13|
|        2002|       PETER|         13|
|        1998|         SLV|         13|
|        1994|        MACK|         13|
|        1991|       LINCO|         13|
|        1999|         KIA|         13|
|        2004|       PETER|         13|
|        1998|       Toyot|         13|
|        2015|       POLAR|         13|
|        1972|       PLYMO|         13|
|        2010|       VESPA|         13|
|        1986|       CADIL|         13|
|        1986|       VOLKS|         13|
|        2021|       DEERE|         13|
|        2023|       CHRYS|         13|
|        1999|         NEW|         13|
|        2017|       INDIA|         13|
|        2008|        Land|         13|
|        2006|        MASE|         12|
|        2003|       Mitsu|         12|
|        2005|       BENTL|         12|
|        2018|       PREVO|         12|
|        2021|       BAODI|         12|
|        1986|         AMC|         12|
|        1996|       KAWAS|         12|
|        1981|       HONDA|         12|
|        1996|       PLYMO|         12|
|        1995|       PORSC|         12|
|        2017|       MERCU|         12|
|        2023|       JIAJU|         12|
|        2011|         RAM|         12|
|        2006|        WABA|         12|
|        2017|       VICTO|         12|
|        1990|       SUBAR|         12|
|        1999|       YAMAH|         12|
|        2017|       BL/BI|         12|
|        2010|       PIAGG|         12|
|        2004|       BENTL|         12|
|        1996|        null|         12|
|        2015|       NE/FL|         12|
|        2011|       BENTL|         12|
|        2009|         MCI|         12|
|        1989|       JAGUA|         12|
|        1997|       KAWAS|         12|
|        1985|       PONTI|         12|
|        2019|         MCI|         12|
|        2011|       FERRA|         12|
|        2016|        FRUE|         12|
|        1988|       FRUEH|         12|
|        2017|       ST/CR|         12|
|        2022|       MERCU|         12|
|        2010|        GIRA|         12|
|        2018|       DIAMO|         12|
|        2020|        ROEN|         12|
|        2064|       DODGE|         12|
|        1985|       JAGUA|         12|
|        2022|       ZHILO|         12|
